pid,rank,name,link,points,points_moved,tourneys_played,points_losing,points_gaining
g0mu,1690T,Josue Guzman,/en/players/josue-guzman/g0mu/overview,1,-,1,-,-
j0dk,1690T,Phillip Jordan,/en/players/phillip-jordan/j0dk/overview,1,-,1,-,-
k0mb,1690T,Noritaka Koizumi,/en/players/noritaka-koizumi/k0mb/overview,1,-,1,-,-
k0f3,1690T,Samuil Konov,/en/players/samuil-konov/k0f3/overview,1,-,1,-,-
k0mg,1690T,Holden Koons,/en/players/holden-koons/k0mg/overview,1,-,1,-,-
k0d2,1690T,Tino Kovacic,/en/players/tino-kovacic/k0d2/overview,1,-,1,-,-
k0fo,1690T,Filip Krolo,/en/players/filip-krolo/k0fo/overview,1,-,1,-,-
le91,1690T,Florian Lakat,/en/players/florian-lakat/le91/overview,1,-,1,-,-
l0co,1690T,Thando Longwe-Smit,/en/players/thando-longwe-smit/l0co/overview,1,-,1,-,-
m0hz,1690T,Kevin Major,/en/players/kevin-major/m0hz/overview,1,-,1,-,-
m0rq,1690T,Karol Malirz,/en/players/karol-malirz/m0rq/overview,1,-,1,-,-
m0tb,1690T,Agustin Mastri,/en/players/agustin-mastri/m0tb/overview,1,-,1,-,-
m09u,1690T,Piotr Matuszewski,/en/players/piotr-matuszewski/m09u/overview,1,-,1,-,-
m0nj,1690T,Lui Maxted,/en/players/lui-maxted/m0nj/overview,1,-,1,-,-
m0k0,1690T,Kristof Minarik,/en/players/kristof-minarik/m0k0/overview,1,-,1,-,-
m0fs,1690T,Muzammil Murtaza,/en/players/muzammil-murtaza/m0fs/overview,1,-,1,-,-
n09b,1690T,Adam Nagoudi,/en/players/adam-nagoudi/n09b/overview,1,-,1,-,-
o0dy,1690T,Shan-Yuan Ou,/en/players/shan-yuan-ou/o0dy/overview,1,-,1,-,-
p0nf,1690T,Charlie Pade,/en/players/charlie-pade/p0nf/overview,1,-,1,-,-
p0l3,1690T,Stefano Papagno,/en/players/stefano-papagno/p0l3/overview,1,-,1,-,-
p0n4,1690T,Ritesh Patil,/en/players/ritesh-patil/p0n4/overview,1,-,1,-,-
pm13,1690T,Michail Pervolarakis,/en/players/michail-pervolarakis/pm13/overview,1,-,1,-,-
p0ep,1690T,Andreja Petrovic,/en/players/andreja-petrovic/p0ep/overview,1,-,1,-,-
rf12,1690T,Alberto Romero De Avila Senise,/en/players/alberto-romero-de-avila-senise/rf12/overview,1,-,1,-,-
r0hm,1690T,Teun Rozenberg,/en/players/teun-rozenberg/r0hm/overview,1,-,1,-,-
r0kk,1690T,Sasha Rozin,/en/players/sasha-rozin/r0kk/overview,1,-,1,-,-
sy14,1690T,Iago Salvador Pita,/en/players/iago-salvador-pita/sy14/overview,1,-,1,-,-
si82,1690T,Manuel Sanchez,/en/players/manuel-sanchez/si82/overview,1,-,1,-,-
su13,1690T,Tim Sandkaulen,/en/players/tim-sandkaulen/su13/overview,1,-,1,-,-
s0c0,1690T,Yair Sarouk,/en/players/yair-sarouk/s0c0/overview,1,-,1,-,-
s0e5,1690T,Marvin Schaber,/en/players/marvin-schaber/s0e5/overview,1,-,1,-,-
s0zl,1690T,Leon Schmidt,/en/players/leon-schmidt/s0zl/overview,1,-,1,-,-
sq86,1690T,Hugo Schott,/en/players/hugo-schott/sq86/overview,1,-,1,-,-
s0tq,1690T,Rhys Searant,/en/players/rhys-searant/s0tq/overview,1,-,1,-,-
s0y1,1690T,Evan Sharygin,/en/players/evan-sharygin/s0y1/overview,1,-,1,-,-
sk97,1690T,Yaraslav Shyla,/en/players/yaraslav-shyla/sk97/overview,1,+1,1,-,-
s0o4,1690T,Jordan Smith,/en/players/jordan-smith/s0o4/overview,1,-,1,-,-
s0x5,1690T,Tyler Stewart,/en/players/tyler-stewart/s0x5/overview,1,-,1,-,-
s0tu,1690T,Bjorn Swenson,/en/players/bjorn-swenson/s0tu/overview,1,-,1,-,-
t0j3,1690T,Avery Tallakson,/en/players/avery-tallakson/t0j3/overview,1,-,1,-,-
t09y,1690T,Jeremy Taylor,/en/players/jeremy-taylor/t09y/overview,1,-,1,-,-
tc97,1690T,Sam Thompson,/en/players/sam-thompson/tc97/overview,1,-,1,-,-
t0gk,1690T,Ruslan Tiukaev,/en/players/ruslan-tiukaev/t0gk/overview,1,-,1,-,-
t0hn,1690T,Matei Todoran,/en/players/matei-todoran/t0hn/overview,1,-,1,-,-
t0j8,1690T,Yuta Tomida,/en/players/yuta-tomida/t0j8/overview,1,-,1,-,-
t0gb,1690T,Victor Tosetto,/en/players/victor-tosetto/t0gb/overview,1,-,1,-,-
u160,1690T,Jordan Ubiergo,/en/players/jordan-ubiergo/u160/overview,1,-,1,-,-
v0i0,1690T,Harold Van Raemdonck,/en/players/harold-van-raemdonck/v0i0/overview,1,-,1,-,-
v0fk,1690T,Azuma Visaya,/en/players/azuma-visaya/v0fk/overview,1,-,1,-,-
v0gm,1690T,Alexander Vlahos,/en/players/alexander-vlahos/v0gm/overview,1,-,1,-,-
v0cx,1690T,Gabriele Volpi,/en/players/gabriele-volpi/v0cx/overview,1,-,1,-,-
y0bf,1690T,Gavin Young,/en/players/gavin-young/y0bf/overview,1,-,1,-,-
z0cg,1690T,Yu Zhang,/en/players/yu-zhang/z0cg/overview,1,-,1,-,-
z0ai,1690T,Runyu Zhao,/en/players/runyu-zhao/z0ai/overview,1,-,1,-,-
a0f9,1773T,Emiliano Aguilera,/en/players/emiliano-aguilera/a0f9/overview,1,-,2,-,-
a0g1,1773T,Benjamin Denis Alarcon,/en/players/benjamin-denis-alarcon/a0g1/overview,1,-,2,-,-
a0hy,1773T,Ali Amiri,/en/players/ali-amiri/a0hy/overview,1,-,2,-,-
a0g4,1773T,Oskar Antinheimo,/en/players/oskar-antinheimo/a0g4/overview,1,-,2,-,-
ab70,1773T,Ivar Jose Aramburu Contreras,/en/players/ivar-jose-aramburu-contreras/ab70/overview,1,-,2,-,-
ae17,1773T,Abraham Asaba,/en/players/abraham-asaba/ae17/overview,1,-,2,-,-
b0pp,1773T,Enrico Baldisserri,/en/players/enrico-baldisserri/b0pp/overview,1,-,2,-,-
b0cc,1773T,Marcell Bartakovics,/en/players/marcell-bartakovics/b0cc/overview,1,-,2,-,-
b0lu,1773T,Max Batyutenko,/en/players/max-batyutenko/b0lu/overview,1,-,2,-,-
b0s8,1773T,Adrien Berrut,/en/players/adrien-berrut/b0s8/overview,1,-,2,-,-
b0i8,1773T,Juliusz Bienkiewicz,/en/players/juliusz-bienkiewicz/b0i8/overview,1,-,2,-,-
b0gz,1773T,Victor Bini,/en/players/victor-bini/b0gz/overview,1,-,2,-,-
b0u5,1773T,Alvaro Bueno Gil,/en/players/alvaro-bueno-gil/b0u5/overview,1,-,2,-,-
b0q1,1773T,Loren Thomas Byers,/en/players/loren-thomas-byers/b0q1/overview,1,-,2,-,-
c0p2,1773T,Alex Cairo,/en/players/alex-cairo/c0p2/overview,1,-,2,-,-
c0q4,1773T,Charles Chen,/en/players/charles-chen/c0q4/overview,1,-,2,-,-
d0jj,1773T,Marco Dessi,/en/players/marco-dessi/d0jj/overview,1,-,2,-,-
d0bz,1773T,Nini Gabriel Dica,/en/players/nini-gabriel-dica/d0bz/overview,1,-,2,-,-
d0la,1773T,Dominic Ducariu,/en/players/dominic-ducariu/d0la/overview,1,-,2,-,-
e0ce,1773T,Lorenzo Esquici,/en/players/lorenzo-esquici/e0ce/overview,1,-,2,-,-
e0ck,1773T,Gabriel Evans,/en/players/gabriel-evans/e0ck/overview,1,-,2,-,-
f0e0,1773T,Reece Falck,/en/players/reece-falck/f0e0/overview,1,-,2,-,-
f786,1773T,Sanjar Fayziev,/en/players/sanjar-fayziev/f786/overview,1,-,2,-,-
f0i8,1773T,Matthew Forbes,/en/players/matthew-forbes/f0i8/overview,1,+1,2,-,-
g0m7,1773T,Jin Gu,/en/players/jin-gu/g0m7/overview,1,-,2,-,-
h0hp,1773T,Patorn Hanchaikul,/en/players/patorn-hanchaikul/h0hp/overview,1,-,2,-,-
hh42,1773T,Chih Chi Huang,/en/players/chih-chi-huang/hh42/overview,1,-,2,-,-
j0dz,1773T,Rafael Jodar,/en/players/rafael-jodar/j0dz/overview,1,-,2,-,-
j0db,1773T,Lennon Roark Jones,/en/players/lennon-roark-jones/j0db/overview,1,-,2,-,-
j0dd,1773T,Patrik Jurina,/en/players/patrik-jurina/j0dd/overview,1,-,2,-,-
k0jn,1773T,Hanival Kahsay,/en/players/hanival-kahsay/k0jn/overview,1,-,2,-,-
k0kx,1773T,Atakan Karahan,/en/players/atakan-karahan/k0kx/overview,1,-,2,-,-
k0mp,1773T,Ruslan Kastsiukevich,/en/players/ruslan-kastsiukevich/k0mp/overview,1,-,2,-,-
k907,1773T,Sho Katayama,/en/players/sho-katayama/k907/overview,1,-,2,-,-
k0lp,1773T,Stian Klaassen,/en/players/stian-klaassen/k0lp/overview,1,-,2,-,-
k0fi,1773T,Henrik Heise Korsgaard,/en/players/henrik-heise-korsgaard/k0fi/overview,1,-,2,-,-
k0lx,1773T,Nicolas Ian Kotzen,/en/players/nicolas-ian-kotzen/k0lx/overview,1,-,2,-,-
k0dl,1773T,Maxim Krapivin,/en/players/maxim-krapivin/k0dl/overview,1,-,2,-,-
l0e0,1773T,Lance Amaury Lage Castelan,/en/players/lance-amaury-lage-castelan/l0e0/overview,1,-,2,-,-
l0ei,1773T,Daniel Lara Salmeron,/en/players/daniel-lara-salmeron/l0ei/overview,1,-,2,-,-
l0hn,1773T,Luca Lemaitre,/en/players/luca-lemaitre/l0hn/overview,1,-,2,-,-
l0k2,1773T,Wenfu Li,/en/players/wenfu-li/l0k2/overview,1,-,2,-,-
m0rf,1773T,Viktor Markov,/en/players/viktor-markov/m0rf/overview,1,-,2,-,-
m0vl,1773T,Goncalo Marques,/en/players/goncalo-marques/m0vl/overview,1,-,2,-,-
m0rc,1773T,Shu Matsuoka,/en/players/shu-matsuoka/m0rc/overview,1,-,2,-,-
m0ux,1773T,Brayden Michna,/en/players/brayden-michna/m0ux/overview,1,-,2,-,-
mi33,1773T,Petr Michnev,/en/players/petr-michnev/mi33/overview,1,-,2,-,-
mo03,1773T,Plamen Milushev,/en/players/plamen-milushev/mo03/overview,1,-,2,-,-
m0cy,1773T,Siphosothando Montsi,/en/players/siphosothando-montsi/m0cy/overview,1,-,2,-,-
m0p3,1773T,Enmanuel Munoz,/en/players/enmanuel-munoz/m0p3/overview,1,-,2,-,-
n653,1773T,Jung-Woong Na,/en/players/jung-woong-na/n653/overview,1,-,2,-,-
n786,1773T,Ren Nakamura,/en/players/ren-nakamura/n786/overview,1,-,2,-,-
n0fb,1773T,Amirkhamza Nasridinov,/en/players/amirkhamza-nasridinov/n0fb/overview,1,-,2,-,-
n0co,1773T,Natthayut Nithithananont,/en/players/natthayut-nithithananont/n0co/overview,1,-,2,-,-
n0au,1773T,Jakub Novak,/en/players/jakub-novak/n0au/overview,1,-,2,-,-
o0bg,1773T,Kyle Overmyer,/en/players/kyle-overmyer/o0bg/overview,1,-,2,-,-
p0la,1773T,Thomas Patton,/en/players/thomas-patton/p0la/overview,1,-,2,-,-
p0eh,1773T,Christopher Patzanovsky,/en/players/christopher-patzanovsky/p0eh/overview,1,-,2,-,-
p0e6,1773T,Stepan Pecak,/en/players/stepan-pecak/p0e6/overview,1,-,2,-,-
p0kw,1773T,Nuno Pinheiro,/en/players/nuno-pinheiro/p0kw/overview,1,-,2,-,-
p0lu,1773T,Tiago Pires,/en/players/tiago-pires/p0lu/overview,1,-,2,-,-
p0e2,1773T,Jorge Plans,/en/players/jorge-plans/p0e2/overview,1,-,2,-,-
p0cf,1773T,Jan Pleva,/en/players/jan-pleva/p0cf/overview,1,-,2,-,-
p0mv,1773T,Leo Poupinel,/en/players/leo-poupinel/p0mv/overview,1,-,2,-,-
r0k4,1773T,Kasra Rahmani,/en/players/kasra-rahmani/r0k4/overview,1,-,2,-,-
r0ew,1773T,Leyton Rivera,/en/players/leyton-rivera/r0ew/overview,1,-,2,-,-
r0ct,1773T,Martins Rocens,/en/players/martins-rocens/r0ct/overview,1,-,2,-,-
s0ky,1773T,Amador Salazar,/en/players/amador-salazar/s0ky/overview,1,-,2,-,-
s0f4,1773T,Damien Salvestre,/en/players/damien-salvestre/s0f4/overview,1,-,2,-,-
s0e4,1773T,Justin Schlageter,/en/players/justin-schlageter/s0e4/overview,1,-,2,-,-
s0vg,1773T,Aman Sharma,/en/players/aman-sharma/s0vg/overview,1,-,2,-,-
s0v9,1773T,Eyal Shyovitz,/en/players/eyal-shyovitz/s0v9/overview,1,-,2,-,-
s0sq,1773T,Cedric Stanke,/en/players/cedric-stanke/s0sq/overview,1,-,2,-,-
s0yr,1773T,Piet Steveker,/en/players/piet-steveker/s0yr/overview,1,-,2,-,-
t0e9,1773T,Simeon Terziev,/en/players/simeon-terziev/t0e9/overview,1,-,2,-,-
t0cn,1773T,Tiago Torres,/en/players/tiago-torres/t0cn/overview,1,-,2,-,-
t0j1,1773T,Sasha Trkulja,/en/players/sasha-trkulja/t0j1/overview,1,-,2,-,-
v0g3,1773T,Eric David Verdes,/en/players/eric-david-verdes/v0g3/overview,1,-,2,-,-
v0hl,1773T,Luka Vuglar,/en/players/luka-vuglar/v0hl/overview,1,-,2,-,-
w0ey,1773T,Kai-I Wang,/en/players/kai-i-wang/w0ey/overview,1,-,2,-,-
w0dp,1773T,Jaden Weekes,/en/players/jaden-weekes/w0dp/overview,1,-,2,-,-
y211,1773T,Ching-Mou Yu,/en/players/ching-mou-yu/y211/overview,1,-,2,-,-
a0g9,1855T,Vesa Ahti,/en/players/vesa-ahti/a0g9/overview,1,-,3,-,-
a0gb,1855T,Liova Ajavon,/en/players/liova-ajavon/a0gb/overview,1,-,3,-,-
a0av,1855T,Alexey Aleshchev,/en/players/alexey-aleshchev/a0av/overview,1,-,3,-,-
a0jl,1855T,Mateo Luis Alvarez Sarmiento,/en/players/mateo-luis-alvarez-sarmiento/a0jl/overview,1,-,3,-,-
a0i9,1855T,Edison Ambarzumjan,/en/players/edison-ambarzumjan/a0i9/overview,1,-,3,-,-
a0jr,1855T,Niksa Arsic,/en/players/niksa-arsic/a0jr/overview,1,-,3,-,-
bm08,1855T,Stefano Baldoni,/en/players/stefano-baldoni/bm08/overview,1,-,3,-,-
b0lt,1855T,Alejandro Bancalari,/en/players/alejandro-bancalari/b0lt/overview,1,-,3,-,-
b0is,1855T,Alex Bancila,/en/players/alex-bancila/b0is/overview,1,-,3,-,-
b0ph,1855T,Jacopo Bilardo,/en/players/jacopo-bilardo/b0ph/overview,1,-,3,-,-
bk43,1855T,Enrique Bogo,/en/players/enrique-bogo/bk43/overview,1,-,3,-,-
b0qw,1855T,Leanid Boika,/en/players/leanid-boika/b0qw/overview,1,-,3,-,-
b0sq,1855T,Markus Bolin,/en/players/markus-bolin/b0sq/overview,1,-,3,-,-
b0ei,1855T,Santiago Bramajo,/en/players/santiago-bramajo/b0ei/overview,1,-,3,-,-
b0i7,1855T,Connor Bruce,/en/players/connor-bruce/b0i7/overview,1,-,3,-,-
b0lo,1855T,Matheus Bueres,/en/players/matheus-bueres/b0lo/overview,1,-,3,-,-
ce15,1855T,Jorge Cavero,/en/players/jorge-cavero/ce15/overview,1,-,3,-,-
c0fj,1855T,Aleksa Ciric,/en/players/aleksa-ciric/c0fj/overview,1,-,3,-,-
c0mv,1855T,Jiri Cizek,/en/players/jiri-cizek/c0mv/overview,1,-,3,-,-
c0nr,1855T,Henrique Costanzi De Brito,/en/players/henrique-costanzi-de-brito/c0nr/overview,1,-,3,-,-
c0b8,1855T,Konstantin Cucka,/en/players/konstantin-cucka/c0b8/overview,1,-,3,-,-
c0nc,1855T,Tommy Czaplinski,/en/players/tommy-czaplinski/c0nc/overview,1,-,3,-,-
d0cf,1855T,Savriyan Danilov,/en/players/savriyan-danilov/d0cf/overview,1,-,3,-,-
e757,1855T,Hiroyasu Ehara,/en/players/hiroyasu-ehara/e757/overview,1,-,3,-,-
g0mi,1855T,Adhithya Ganesan,/en/players/adhithya-ganesan/g0mi/overview,1,-,3,-,-
g0lw,1855T,Amirali Ghavam,/en/players/amirali-ghavam/g0lw/overview,1,-,3,-,-
g0n4,1855T,Giorgi Giorgadze,/en/players/giorgi-giorgadze/g0n4/overview,1,-,3,-,-
g0j7,1855T,Eugenio Gonzalez Fitzmaurice,/en/players/eugenio-gonzalez-fitzmaurice/g0j7/overview,1,-,3,-,-
h0dq,1855T,Carles Hernandez,/en/players/carles-hernandez/h0dq/overview,1,-,3,-,-
h0dk,1855T,Nicolas Herrero,/en/players/nicolas-herrero/h0dk/overview,1,-,3,-,-
h0gz,1855T,Alen Moritz Hodzic,/en/players/alen-moritz-hodzic/h0gz/overview,1,-,3,-,-
h0hr,1855T,Harold Huens,/en/players/harold-huens/h0hr/overview,1,-,3,-,-
j417,1855T,Rodolfo Jauregui Sainz de Rozas,/en/players/rodolfo-jauregui-sainz-de-rozas/j417/overview,1,-,3,-,-
j0dh,1855T,Zhengqing Ji,/en/players/zhengqing-ji/j0dh/overview,1,-,3,-,-
kc89,1855T,Jae Hwan Kim,/en/players/jae-hwan-kim/kc89/overview,1,-,3,-,-
l0kj,1855T,Arthur Laborde,/en/players/arthur-laborde/l0kj/overview,1,-,3,-,-
l0cd,1855T,Nick Lagaev,/en/players/nick-lagaev/l0cd/overview,1,-,3,-,-
m0r4,1855T,Juan Cruz Martin Manzano,/en/players/juan-cruz-martin-manzano/m0r4/overview,1,-,3,-,-
m0qt,1855T,Benito Massacri,/en/players/benito-massacri/m0qt/overview,1,-,3,-,-
m0uq,1855T,Filippo Mazzola,/en/players/filippo-mazzola/m0uq/overview,1,-,3,-,-
mw03,1855T,Stefan Menichella,/en/players/stefan-menichella/mw03/overview,1,-,3,-,-
m0nk,1855T,Milos Mikovic,/en/players/milos-mikovic/m0nk/overview,1,-,3,-,-
m0t6,1855T,Alejandro Moreno,/en/players/alejandro-moreno/m0t6/overview,1,-,3,-,-
n0dh,1855T,Novak Novakovic,/en/players/novak-novakovic/n0dh/overview,1,-,3,-,-
p0c9,1855T,Renlong Pang,/en/players/renlong-pang/p0c9/overview,1,-,3,-,-
p0ka,1855T,Semen Pankin,/en/players/semen-pankin/p0ka/overview,1,-,3,-,-
p0f0,1855T,Christopher Papa,/en/players/christopher-papa/p0f0/overview,1,-,3,-,-
p0kg,1855T,Philipp Pavlenko,/en/players/philipp-pavlenko/p0kg/overview,1,-,3,-,-
p0ld,1855T,Alvaro Peiro Serrano,/en/players/alvaro-peiro-serrano/p0ld/overview,1,-,3,-,-
p0hs,1855T,Luka Petrovic,/en/players/luka-petrovic/p0hs/overview,1,-,3,-,-
p0dl,1855T,Elijah Poritzky,/en/players/elijah-poritzky/p0dl/overview,1,-,3,-,-
p0c4,1855T,Loris Pourroy,/en/players/loris-pourroy/p0c4/overview,1,-,3,-,-
ph19,1855T,Suraj R Prabodh,/en/players/suraj-r-prabodh/ph19/overview,1,-,3,-,-
r0he,1855T,Nil Regas Luis,/en/players/nil-regas-luis/r0he/overview,1,-,3,-,-
r0b3,1855T,Nicola Rispoli,/en/players/nicola-rispoli/r0b3/overview,1,-,3,-,-
r862,1855T,Christopher Rungkat,/en/players/christopher-rungkat/r862/overview,1,-,3,-,-
s09b,1855T,Mathieu Scaglia,/en/players/mathieu-scaglia/s09b/overview,1,-,3,-,-
s0se,1855T,Gheorghe Claudiu Schinteie,/en/players/gheorghe-claudiu-schinteie/s0se/overview,1,-,3,-,-
sz29,1855T,Mehluli Don Ayanda Sibanda,/en/players/mehluli-don-ayanda-sibanda/sz29/overview,1,-,3,-,-
s0vw,1855T,Luca Matteo Sobbe,/en/players/luca-matteo-sobbe/s0vw/overview,1,-,3,-,-
t0hd,1855T,Itamar Tapiro,/en/players/itamar-tapiro/t0hd/overview,1,-,3,-,-
te58,1855T,Jared Thompkins,/en/players/jared-thompkins/te58/overview,1,-,3,-,-
t0if,1855T,William Chase Thompson,/en/players/william-chase-thompson/t0if/overview,1,-,3,-,-
v0fd,1855T,Pijus Vaitiekunas,/en/players/pijus-vaitiekunas/v0fd/overview,1,-,3,-,-
v0b5,1855T,Lazar Vojinovic,/en/players/lazar-vojinovic/v0b5/overview,1,-,3,-,-
v0dr,1855T,Ha Minh Duc Vu,/en/players/ha-minh-duc-vu/v0dr/overview,1,-,3,-,-
x01d,1855T,Kuang Qing Xu,/en/players/kuang-qing-xu/x01d/overview,1,-,3,-,-
y09d,1855T,Yash Yadav,/en/players/yash-yadav/y09d/overview,1,-,3,-,-
z0cm,1855T,Gonzalo Zeitune,/en/players/gonzalo-zeitune/z0cm/overview,1,-,3,-,-
z09n,1855T,Martin Zeljenka,/en/players/martin-zeljenka/z09n/overview,1,-,3,-,-
a0ix,1925T,Marko Andrejic,/en/players/marko-andrejic/a0ix/overview,1,-,4,-,-
b09p,1925T,Amir Hossein Badi,/en/players/amir-hossein-badi/b09p/overview,1,-,4,-,-
b0al,1925T,Max Benaim,/en/players/max-benaim/b0al/overview,1,-,4,-,-
b0oy,1925T,Marco Berti,/en/players/marco-berti/b0oy/overview,1,-,4,-,-
b0mw,1925T,Jake Bhangdia,/en/players/jake-bhangdia/b0mw/overview,1,-,4,-,-
b0of,1925T,Alen Bill,/en/players/alen-bill/b0of/overview,1,-,4,-,-
b0a1,1925T,Martin Borisiouk,/en/players/martin-borisiouk/b0a1/overview,1,-,4,-,-
b0g9,1925T,Alberto Bronzetti,/en/players/alberto-bronzetti/b0g9/overview,1,-,4,-,-
c0o4,1925T,Fernando Cavallo,/en/players/fernando-cavallo/c0o4/overview,1,-,4,-,-
c0nb,1925T,Federico Cina,/en/players/federico-cina/c0nb/overview,1,-,4,-,-
d0l8,1925T,Timofei Derepasko,/en/players/timofei-derepasko/d0l8/overview,1,-,4,-,-
da67,1925T,Matteo Donati,/en/players/matteo-donati/da67/overview,1,-,4,-,-
d0hn,1925T,Igor Dudun,/en/players/igor-dudun/d0hn/overview,1,-,4,-,-
e0ay,1925T,Ammar Elamin,/en/players/ammar-elamin/e0ay/overview,1,-,4,-,-
f0dw,1925T,Lorenzo Ferri,/en/players/lorenzo-ferri/f0dw/overview,1,-,4,-,-
f0hr,1925T,Ignasi Forcano,/en/players/ignasi-forcano/f0hr/overview,1,-,4,-,-
g0fh,1925T,Jordi Garcia Mestre,/en/players/jordi-garcia-mestre/g0fh/overview,1,-,4,-,-
g0mq,1925T,Syl Gaxherri,/en/players/syl-gaxherri/g0mq/overview,1,-,4,-,-
g0l1,1925T,Segundo Goity Zapico,/en/players/segundo-goity-zapico/g0l1/overview,1,-,4,-,-
g0j6,1925T,Nicolas Rafael Goldberg Alviani,/en/players/nicolas-rafael-goldberg-alviani/g0j6/overview,1,-,4,-,-
g0mb,1925T,Oskar Grzegorzewski,/en/players/oskar-grzegorzewski/g0mb/overview,1,-,4,-,-
h0hl,1925T,Ruben Hartig,/en/players/ruben-hartig/h0hl/overview,1,-,4,-,-
h0bk,1925T,Roko Horvat,/en/players/roko-horvat/h0bk/overview,1,-,4,-,-
i0as,1925T,Daniel Ibragimov,/en/players/daniel-ibragimov/i0as/overview,1,-,4,-,-
k0fz,1925T,Gonzalo Ariel Karakachian,/en/players/gonzalo-ariel-karakachian/k0fz/overview,1,-,4,-,-
lh92,1925T,Benjamin Loccisano,/en/players/benjamin-loccisano/lh92/overview,1,-,4,-,-
m0kz,1925T,Victorio Marquiselli,/en/players/victorio-marquiselli/m0kz/overview,1,-,4,-,-
ml59,1925T,Mateo Nicolas Martinez,/en/players/mateo-nicolas-martinez/ml59/overview,1,-,4,-,-
m0qq,1925T,Tomas Martinez,/en/players/tomas-martinez/m0qq/overview,1,-,4,-,-
m0s2,1925T,Patrik Meszaros,/en/players/patrik-meszaros/m0s2/overview,1,-,4,-,-
m0qs,1925T,Felix Mischker,/en/players/felix-mischker/m0qs/overview,1,-,4,-,-
n0dd,1925T,Joan Nadal,/en/players/joan-nadal/n0dd/overview,1,-,4,-,-
n0aj,1925T,Ki Lung Ng,/en/players/ki-lung-ng/n0aj/overview,1,-,4,-,-
o636,1925T,Oscar Gabriel Ortiz,/en/players/oscar-gabriel-ortiz/o636/overview,1,-,4,-,-
p0k5,1925T,Theo Papamalamis,/en/players/theo-papamalamis/p0k5/overview,1,-,4,-,-
p0i5,1925T,Ignacio Parisca Romera,/en/players/ignacio-parisca-romera/p0i5/overview,1,-,4,-,-
p0iv,1925T,Matt Ponchet,/en/players/matt-ponchet/p0iv/overview,1,-,4,-,-
r0ay,1925T,Gregor Ramskogler,/en/players/gregor-ramskogler/r0ay/overview,1,-,4,-,-
r0bf,1925T,Franco Ribero,/en/players/franco-ribero/r0bf/overview,1,-,4,-,-
r0dp,1925T,Sam Ryan Ziegann,/en/players/sam-ryan-ziegann/r0dp/overview,1,-,4,-,-
s0e0,1925T,Tiran Sanghera,/en/players/tiran-sanghera/s0e0/overview,1,-,4,-,-
s0o5,1925T,Martim Simoes,/en/players/martim-simoes/s0o5/overview,1,-,4,-,-
s0h1,1925T,Luca Staeheli,/en/players/luca-staeheli/s0h1/overview,1,-,4,-,-
v0gh,1925T,Linus Videhult,/en/players/linus-videhult/v0gh/overview,1,-,4,-,-
y166,1925T,Hesam Yazdi,/en/players/hesam-yazdi/y166/overview,1,-,4,-,-
z0az,1925T,Yanjie Zheng,/en/players/yanjie-zheng/z0az/overview,1,-,4,-,-
a0kf,1971T,Mohammad Alkotop,/en/players/mohammad-alkotop/a0kf/overview,1,-,5,-,-
b0fp,1971T,Razvan Baiant,/en/players/razvan-baiant/b0fp/overview,1,-,5,-,-
b0lp,1971T,Elbert Barr,/en/players/elbert-barr/b0lp/overview,1,-,5,-,-
b0tj,1971T,Sam Kydd Baumgartner,/en/players/sam-kydd-baumgartner/b0tj/overview,1,-,5,-,-
b0jf,1971T,Alan Bojarski,/en/players/alan-bojarski/b0jf/overview,1,-,5,-,-
c0g2,1971T,Yash Chaurasia,/en/players/yash-chaurasia/c0g2/overview,1,-,5,-,-
c0dv,1971T,Jordan Chiu,/en/players/jordan-chiu/c0dv/overview,1,-,5,-,-
d0eg,1971T,Mayeul Darras,/en/players/mayeul-darras/d0eg/overview,1,-,5,-,-
dc99,1971T,Ignasi De Rueda De Genover,/en/players/ignasi-de-rueda-de-genover/dc99/overview,1,-,5,-,-
d0j9,1971T,Leo Deflandre,/en/players/leo-deflandre/d0j9/overview,1,-,5,-,-
d0l9,1971T,Alex Degabriele,/en/players/alex-degabriele/d0l9/overview,1,-,5,-,-
e0d3,1971T,Samyar Elyasi,/en/players/samyar-elyasi/e0d3/overview,1,-,5,-,-
e0bg,1971T,Benedikt Emesz,/en/players/benedikt-emesz/e0bg/overview,1,-,5,-,-
f0f9,1971T,Filiberto Fumagalli,/en/players/filiberto-fumagalli/f0f9/overview,1,-,5,-,-
g0ev,1971T,Rostislav Galfinger,/en/players/rostislav-galfinger/g0ev/overview,1,-,5,-,-
g0b7,1971T,Jeremy Gschwendtner,/en/players/jeremy-gschwendtner/g0b7/overview,1,-,5,-,-
i0b6,1971T,Paul Inchauspe,/en/players/paul-inchauspe/i0b6/overview,1,-,5,-,-
j0cn,1971T,Adam Jurajda,/en/players/adam-jurajda/j0cn/overview,1,-,5,-,-
k0i7,1971T,Marcel Kamrowski,/en/players/marcel-kamrowski/k0i7/overview,1,-,5,-,-
l0cu,1971T,Tomas Luis,/en/players/tomas-luis/l0cu/overview,1,-,5,-,-
m0d8,1971T,Timur Maulenov,/en/players/timur-maulenov/m0d8/overview,1,-,5,-,-
m0u1,1971T,Amir Milushev,/en/players/amir-milushev/m0u1/overview,1,-,5,-,-
m0qy,1971T,Stepan Mruzek,/en/players/stepan-mruzek/m0qy/overview,1,-,5,1,-
